Name,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
Fernando Abad*,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,abadfe01
Cory Abbott,CHC,NL,8,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,82,1,0,0,0,0,0,abbotco01
Albert Abreu,NYY,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,abreual01
Bryan Abreu,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,abreubr01
José Abreu,CHW,AL,152,659,566,86,148,30,2,30,117,1,0,61,143,.261,.351,.481,.831,124,272,28,22,0,10,3,abreujo02
Ronald Acuna Jr.,ATL,NL,82,360,297,72,84,19,1,24,52,17,6,49,85,.283,.394,.596,.990,158,177,0,9,0,5,2,acunaro01
Jason Adam,CHC,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,adamja01
Willy Adames,TOT,MLB,140,555,497,77,130,32,1,25,73,5,4,57,156,.262,.337,.481,.818,121,239,9,0,0,1,1,adamewi01
Willy Adames,TBR,AL,41,142,132,16,26,6,1,5,15,1,2,10,51,.197,.254,.371,.625,74,49,1,0,0,0,0,adamewi01
Willy Adames,MIL,NL,99,413,365,61,104,26,0,20,58,4,2,47,105,.285,.366,.521,.886,137,190,8,0,0,1,1,adamewi01
Austin Adams,SDP,NL,61,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,adamsau02
Matt Adams*,COL,NL,22,40,36,3,6,1,0,0,2,0,0,4,9,.167,.250,.194,.444,17,7,1,0,0,0,1,adamsma01
Riley Adams,TOT,MLB,47,120,99,13,22,8,1,2,10,0,0,15,40,.222,.358,.384,.742,105,38,2,6,0,0,0,adamsri03
Riley Adams,TOR,AL,12,30,28,2,3,2,0,0,0,0,0,2,12,.107,.167,.179,.345,-6,5,1,0,0,0,0,adamsri03
Riley Adams,WSN,NL,35,90,71,11,19,6,1,2,10,0,0,13,28,.268,.422,.465,.887,145,33,1,6,0,0,0,adamsri03
Jo Adell,LAA,AL,35,140,130,17,32,5,2,4,26,2,1,8,32,.246,.295,.408,.703,89,53,3,1,1,0,0,adelljo01
Joan Adon,WSN,NL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,adonjo01
Ehire Adrianza#,ATL,NL,109,209,182,32,45,9,2,5,28,0,0,21,42,.247,.327,.401,.728,92,73,4,2,1,3,0,adriaeh01
Jesús Aguilar,MIA,NL,131,510,449,49,117,23,0,22,93,0,0,46,93,.261,.329,.459,.788,111,206,11,3,0,7,4,aguilje01
Miguel Aguilar*,ARI,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,aguilmi01
Nick Ahmed,ARI,NL,129,473,434,46,96,30,3,5,38,7,2,34,104,.221,.280,.339,.619,67,147,9,2,2,1,3,ahmedni01
Keegan Akin*,BAL,AL,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,akinke01
Shogo Akiyama*,CIN,NL,88,183,162,16,33,8,0,0,12,2,3,14,40,.204,.282,.253,.535,41,41,1,4,1,1,1,akiyash01
R.J. Alaniz,CIN,NL,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,alanirj01
Hanser Alberto,KCR,AL,103,255,241,25,65,20,3,2,24,3,1,4,26,.270,.291,.402,.693,86,97,1,4,4,2,0,alberha01
Ozzie Albies#,ATL,NL,156,686,629,103,163,40,7,30,106,20,4,47,128,.259,.310,.488,.799,108,307,4,3,0,7,2,albieoz01
Jorge Alcala,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,alcaljo01
Sandy Alcantara,MIA,NL,30,64,58,0,2,1,0,0,0,0,0,3,45,.034,.097,.052,.148,-58,3,0,1,2,0,0,alcansa01
Sergio Alcántara#,CHC,NL,89,255,220,30,45,6,3,5,17,3,0,30,74,.205,.303,.327,.630,72,72,3,2,1,2,2,alcanse01
Scott Alexander*,LAD,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,alexasc02
Tyler Alexander,DET,AL,4,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,alexaty01
Jorge Alfaro,MIA,NL,92,311,295,22,72,15,1,4,30,8,1,11,99,.244,.283,.342,.625,69,101,8,5,0,0,0,alfarjo01
Anthony Alford,PIT,NL,49,148,133,14,31,6,1,5,11,5,6,12,58,.233,.311,.406,.717,93,54,4,3,0,0,1,alforan01
Kolby Allard*,TEX,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,allarko01
Austin Allen*,OAK,AL,4,8,8,2,2,0,0,1,1,0,0,0,3,.250,.250,.625,.875,134,5,0,0,0,0,0,allenau01
Greg Allen#,NYY,AL,15,48,37,9,10,4,1,0,2,5,0,5,13,.270,.417,.432,.849,136,16,0,5,0,1,0,allengr01
Logan Allen,CLE,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,allenlo01
Abraham Almonte#,ATL,NL,64,175,148,20,32,12,0,5,19,1,1,26,38,.216,.331,.399,.730,93,59,2,0,0,1,0,almonab01
Yency Almonte,COL,NL,46,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,almonye01
Albert Almora,NYM,NL,47,54,52,3,6,3,0,0,0,0,0,2,17,.115,.148,.173,.321,-12,9,1,0,0,0,0,almoral01
Pete Alonso,NYM,NL,152,637,561,81,147,27,3,37,94,3,0,60,127,.262,.344,.519,.863,133,291,20,12,0,4,6,alonspe01
Dan Altavilla,SDP,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,altavda01
Jose Altuve,HOU,AL,146,678,601,117,167,32,1,31,83,5,3,66,91,.278,.350,.489,.839,127,294,9,4,1,6,3,altuvjo01
José Alvarado*,PHI,NL,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,alvarjo03
Eddy Alvarez*,MIA,NL,24,74,64,8,12,4,1,1,6,1,0,4,18,.188,.297,.328,.625,70,21,2,6,0,0,1,alvared01
Jose Alvarez*,SFG,NL,63,5,2,1,0,0,0,0,0,0,0,2,2,.000,.500,.000,.500,55,0,0,0,1,0,0,alvarjo02
Yordan Alvarez*,HOU,AL,144,598,537,92,149,35,1,33,104,1,0,50,145,.277,.346,.531,.877,136,285,16,8,0,3,3,alvaryo01
Adbert Alzolay,CHC,NL,28,33,31,1,2,1,0,0,0,0,0,1,13,.065,.094,.097,.191,-48,3,1,0,1,0,0,alzolad01
Trey Amburgey,NYY,AL,2,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,1,0,0,0,0,amburtr01
Brett Anderson*,MIL,NL,24,34,28,2,0,0,0,0,1,0,0,4,14,.000,.125,.000,.125,-62,0,3,0,2,0,0,anderbr04
Brian Anderson,MIA,NL,67,264,233,24,58,9,0,7,28,5,0,26,65,.249,.337,.378,.715,94,88,4,5,0,0,2,anderbr06
Chase Anderson,PHI,NL,13,14,11,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,0,0,3,0,0,anderch01
Ian Anderson,ATL,NL,22,41,37,0,2,1,0,0,0,0,0,1,29,.054,.079,.081,.160,-57,3,0,0,3,0,0,anderia01
Shaun Anderson,TOT,MLB,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,andersh01
Shaun Anderson,SDP,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,andersh01
Tanner Anderson,PIT,NL,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,1,0,0,0,0,anderta01
Tim Anderson,CHW,AL,123,551,527,94,163,29,2,17,61,18,7,22,119,.309,.338,.469,.806,118,247,5,1,0,1,1,anderti01
Tyler Anderson*,TOT,MLB,18,40,39,1,4,0,0,1,1,0,0,1,29,.103,.125,.179,.304,-18,7,0,0,0,0,0,anderty01
Tyler Anderson*,PIT,NL,17,37,37,1,4,0,0,1,1,0,0,0,27,.108,.108,.189,.297,-22,7,0,0,0,0,0,anderty01
Tyler Anderson*,SEA,AL,1,3,2,0,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,8,0,0,0,0,0,0,anderty01
John Andreoli,SDP,NL,7,7,6,2,1,1,0,0,0,0,0,1,3,.167,.286,.333,.619,73,2,0,0,0,0,0,andrejo03
Matt Andriese,TOT,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,andrima01
Matt Andriese,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,andrima01
Matt Andriese,SEA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,andrima01
Elvis Andrus,OAK,AL,146,541,497,60,121,25,2,3,37,12,2,31,81,.243,.294,.320,.614,73,159,14,6,3,4,2,andruel01
Miguel Andújar,NYY,AL,45,162,154,19,39,2,0,6,12,0,1,7,28,.253,.284,.383,.667,82,59,8,0,0,1,0,andujmi01
Tejay Antone,CIN,NL,22,5,3,1,0,0,0,0,0,0,0,1,3,.000,.250,.000,.250,-26,0,0,0,1,0,0,antonte01
Aristides Aquino,CIN,NL,84,204,174,25,33,6,1,10,23,2,2,27,75,.190,.299,.408,.707,81,71,0,1,0,2,2,aquinar01
Jonathan Araúz#,BOS,AL,28,75,65,9,12,3,0,3,8,0,0,8,15,.185,.274,.369,.643,70,24,2,0,2,0,0,arauzjo01
Chris Archer,TBR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,archech01
Orlando Arcia,TOT,NL,36,89,81,9,16,3,0,2,14,1,0,7,19,.198,.258,.309,.567,51,25,2,0,0,1,1,arciaor01
Orlando Arcia,MIL,NL,4,11,11,0,1,0,0,0,1,0,0,0,3,.091,.091,.091,.182,-50,1,0,0,0,0,0,arciaor01
Orlando Arcia,ATL,NL,32,78,70,9,15,3,0,2,13,1,0,7,16,.214,.282,.343,.625,65,24,2,0,0,1,1,arciaor01
Nolan Arenado,STL,NL,157,653,593,81,151,34,3,34,105,2,0,50,96,.255,.312,.494,.807,119,293,20,3,0,7,8,arenano01
Kohei Arihara,TEX,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,arihako01
Shawn Armstrong,TOT,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,armstsh01
Shawn Armstrong,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,armstsh01
Shawn Armstrong,TBR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,armstsh01
Randy Arozarena,TBR,AL,141,604,529,94,145,32,3,20,69,20,10,56,170,.274,.356,.459,.815,129,243,9,14,0,5,4,arozara01
Luis Arraez*,MIN,AL,121,479,428,58,126,17,6,2,42,2,2,43,48,.294,.357,.376,.733,105,161,9,2,0,6,2,arraelu01
Jake Arrieta,TOT,NL,24,30,23,3,3,0,0,0,0,0,0,2,16,.130,.231,.130,.361,2,3,0,1,4,0,0,arrieja01
Jake Arrieta,CHC,NL,20,26,21,2,2,0,0,0,0,0,0,2,16,.095,.208,.095,.304,-13,2,0,1,2,0,0,arrieja01
Jake Arrieta,SDP,NL,4,4,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,182,1,0,0,2,0,0,arrieja01
Christian Arroyo,BOS,AL,57,181,164,22,43,12,0,6,25,1,0,8,44,.262,.324,.445,.769,103,73,1,7,1,0,0,arroych01
Humberto Arteaga,WSN,NL,1,4,3,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,1,0,arteahu01
Aaron Ashby,MIL,NL,12,4,2,0,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,3,0,0,0,1,0,0,ashbyaa01
Willians Astudillo,MIN,AL,72,216,208,17,49,8,0,7,21,0,0,3,12,.236,.259,.375,.634,74,78,12,4,0,1,0,astudwi01
Alex Avila*,WSN,NL,34,111,89,5,17,9,1,1,9,0,0,19,37,.191,.345,.348,.694,93,31,4,2,1,0,1,avilaal01
Pedro Avila,SDP,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,avilape01
Luis Avilán*,WSN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,avilalu01
John Axford,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,axforjo01
Akil Baddoo*,DET,AL,124,461,413,60,107,20,7,13,55,18,4,45,122,.259,.330,.436,.766,112,180,5,0,0,3,1,baddoak01
Harrison Bader,STL,NL,103,401,367,45,98,21,1,16,50,9,4,27,85,.267,.324,.460,.785,114,169,4,5,0,2,6,baderha01
Javier Báez,TOT,NL,138,547,502,80,133,18,2,31,87,18,5,28,184,.265,.319,.494,.813,117,248,12,13,0,3,2,baezja01
Javier Báez,CHC,NL,91,361,335,48,83,9,2,22,65,13,3,15,131,.248,.292,.484,.775,105,162,7,7,0,3,1,baezja01
Javier Báez,NYM,NL,47,186,167,32,50,9,0,9,22,5,2,13,53,.299,.371,.515,.886,140,86,5,6,0,0,1,baezja01
Alberto Baldonado*,WSN,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,baldoal01
Anthony Banda*,TOT,NL,29,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,bandaan01
Anthony Banda*,NYM,NL,5,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,bandaan01
Anthony Banda*,PIT,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bandaan01
Caleb Baragar,SFG,NL,24,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,baragca01
Daniel Bard,COL,NL,64,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,418,1,0,0,0,0,0,bardda01
Joe Barlow,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,barlojo01
Scott Barlow,KCR,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,barlosc01
Austin Barnes,LAD,NL,77,225,200,28,43,8,0,6,23,1,0,20,56,.215,.299,.345,.644,72,69,6,4,1,0,1,barneau01
Charlie Barnes*,MIN,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,barnech01
Jacob Barnes,TOT,MLB,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,barneja01
Jacob Barnes,NYM,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,barneja01
Jacob Barnes,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,barneja01
Matt Barnes,BOS,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,barnema01
Tucker Barnhart*,CIN,NL,116,388,348,41,86,21,0,7,48,0,0,29,100,.247,.317,.368,.685,77,128,8,8,0,3,1,barnhtu01
Kyle Barraclough,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,barraky01
Luis Barrera*,OAK,AL,6,8,8,1,2,0,0,0,0,0,0,0,2,.250,.250,.250,.500,42,2,0,0,0,0,0,barrelu01
Tres Barrera,WSN,NL,30,107,91,8,24,3,1,2,10,0,0,12,22,.264,.374,.385,.758,111,35,3,4,0,0,2,barretr01
Jose Barrero,CIN,NL,21,56,50,4,10,4,1,0,3,1,0,3,17,.200,.286,.320,.606,57,16,2,3,0,0,0,garcijo02
Jaime Barria,LAA,AL,1,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,barrija01
Joey Bart,SFG,NL,2,6,6,1,2,0,0,0,1,0,0,0,2,.333,.333,.333,.667,83,2,0,0,0,0,0,bartjo01
Anthony Bass,MIA,NL,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bassan01
Chris Bassitt,OAK,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,bassich01
Trevor Bauer,LAD,NL,14,34,30,0,1,0,0,0,1,0,0,1,11,.033,.065,.033,.098,-73,1,0,0,3,0,0,bauertr01
Jake Bauers*,TOT,AL,115,315,282,27,59,7,0,4,19,6,1,30,78,.209,.290,.277,.566,60,78,1,2,0,0,1,bauerja01
Jake Bauers*,CLE,AL,43,113,100,7,19,3,0,2,6,0,1,12,27,.190,.277,.280,.557,55,28,0,0,0,0,1,bauerja01
Jake Bauers*,SEA,AL,72,202,182,20,40,4,0,2,13,6,0,18,51,.220,.297,.275,.572,63,50,1,2,0,0,0,bauerja01
Matt Beaty*,LAD,NL,120,234,204,35,55,4,1,7,40,2,2,20,44,.270,.363,.402,.765,104,82,3,10,0,0,0,beatyma01
David Bednar*,PIT,NL,58,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,bednada01
Cam Bedrosian,TOT,MLB,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bedroca01
Cam Bedrosian,TOT,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bedroca01
Cam Bedrosian,CIN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bedroca01
Cam Bedrosian,OAK,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bedroca01
Cam Bedrosian,PHI,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bedroca01
Tyler Beede,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,beedety01
Seth Beer*,ARI,NL,5,10,9,4,4,1,0,1,3,0,0,1,3,.444,.500,.889,1.389,266,8,0,0,0,0,0,beerse01
Josh Bell#,WSN,NL,144,568,498,75,130,24,1,27,88,0,0,65,101,.261,.347,.476,.823,124,237,22,2,0,3,2,belljo02
Andrew Bellatti,MIA,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bellaan01
Cody Bellinger*,LAD,NL,95,350,315,39,52,9,2,10,36,3,1,31,94,.165,.240,.302,.542,44,95,2,1,0,3,2,bellico01
Brandon Belt*,SFG,NL,97,381,325,65,89,14,2,29,59,3,2,48,103,.274,.378,.597,.975,160,194,9,7,0,1,3,beltbr01
Anthony Bemboom*,LAA,AL,8,28,27,2,6,0,0,0,2,0,0,1,10,.222,.250,.222,.472,31,6,1,0,0,0,0,bemboan01
Anthony Bender,MIA,NL,56,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,bendean01
Andrew Benintendi*,KCR,AL,134,538,493,63,136,27,2,17,73,8,9,36,97,.276,.324,.442,.766,106,218,2,2,1,6,0,beninan01
Wes Benjamin,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,benjawe01
Travis Bergen*,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bergetr01
José Berríos,TOT,AL,2,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,1,0,1,0,0,berrijo01
José Berríos,MIN,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,berrijo01
José Berríos,TOR,AL,1,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,1,0,0,berrijo01
Jon Berti,MIA,NL,85,271,233,35,49,10,1,4,19,8,4,32,61,.210,.311,.313,.624,71,73,7,3,1,2,0,bertijo01
Dellin Betances,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,betande01
Alec Bettinger,MIL,NL,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,bettial01
Mookie Betts,LAD,NL,122,550,466,93,123,29,3,23,58,10,5,68,86,.264,.367,.487,.854,126,227,5,11,0,5,2,bettsmo01
Joe Biagini,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,biagijo01
Bo Bichette,TOR,AL,159,690,640,121,191,30,1,29,102,25,1,40,137,.298,.343,.484,.828,121,310,10,6,0,4,0,bichebo01
Phil Bickford,TOT,NL,56,3,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,79,1,0,0,0,0,0,bickfph01
Phil Bickford,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bickfph01
Phil Bickford,LAD,NL,55,3,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,79,1,0,0,0,0,0,bickfph01
Jesse Biddle*,ATL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,biddlje01
Shane Bieber,CLE,AL,2,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,biebesh01
Brandon Bielak*,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bielabr01
Cavan Biggio*,TOR,AL,79,294,250,27,56,10,1,7,27,3,1,37,78,.224,.322,.356,.678,84,89,4,1,1,4,2,biggica01
Braden Bishop,SEA,AL,8,5,4,1,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,42,1,0,0,1,0,0,bishobr01
Charlie Blackmon*,COL,NL,150,582,514,76,139,25,4,13,78,3,0,54,91,.270,.351,.411,.761,95,211,8,11,0,3,1,blackch02
Alex Blandino,CIN,NL,43,82,70,9,14,4,0,0,5,1,0,8,28,.200,.317,.257,.574,52,18,0,4,0,0,0,blandal01
Travis Blankenhorn*,TOT,MLB,24,24,23,4,4,2,0,1,4,0,0,1,8,.174,.208,.391,.600,60,9,0,0,0,0,0,blanktr01
Travis Blankenhorn*,MIN,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,blanktr01
Travis Blankenhorn*,NYM,NL,23,24,23,3,4,2,0,1,4,0,0,1,8,.174,.208,.391,.600,60,9,0,0,0,0,0,blanktr01
Richard Bleier*,MIA,NL,64,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,bleieri01
Xander Bogaerts,BOS,AL,144,603,529,90,156,34,1,23,79,5,1,62,113,.295,.370,.493,.863,129,261,13,5,0,7,2,bogaexa01
Alec Bohm,PHI,NL,115,417,380,46,94,15,0,7,47,4,0,31,111,.247,.305,.342,.647,75,130,12,2,0,4,0,bohmal01
Skye Bolt#,TOT,MLB,34,60,57,5,5,1,0,1,4,2,0,1,15,.088,.103,.158,.261,-28,9,0,0,2,0,0,boltsk01
Skye Bolt#,SFG,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,boltsk01
Skye Bolt#,OAK,AL,32,59,56,5,5,1,0,1,4,2,0,1,14,.089,.105,.161,.266,-26,9,0,0,2,0,0,boltsk01
Jorge Bonifacio,PHI,NL,7,12,11,0,1,0,0,0,2,0,0,1,6,.091,.167,.091,.258,-27,1,0,0,0,0,0,bonifjo01
Ryan Borucki*,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,borucry01
Akeem Bostick,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bostiak01
David Bote,CHC,NL,97,327,291,32,58,10,2,8,35,0,1,27,73,.199,.276,.330,.606,64,96,13,5,1,3,0,boteda01
Ben Bowden*,COL,NL,36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bowdebe01
Brad Boxberger,MIL,NL,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,boxbebr01
Matthew Boyd*,DET,AL,2,5,3,0,1,0,0,0,0,0,0,1,1,.333,.500,.333,.833,141,1,0,0,1,0,0,boydma01
Brad Brach,CIN,NL,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,brachbr01
Archie Bradley,PHI,NL,49,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,bradlar01
Bobby Bradley*,CLE,AL,74,279,245,36,51,10,0,16,41,0,0,25,99,.208,.294,.445,.739,100,109,3,6,0,3,1,bradlbo01
Jackie Bradley Jr.*,MIL,NL,134,428,387,39,63,14,3,6,29,7,1,28,132,.163,.236,.261,.497,35,101,8,10,0,3,0,bradlja02
Michael Brantley*,HOU,AL,121,508,469,68,146,29,3,8,47,1,0,33,53,.311,.362,.437,.799,119,205,11,5,0,1,1,brantmi02
Rob Brantly*,NYY,AL,6,21,20,0,3,1,0,0,0,0,0,0,4,.150,.190,.200,.390,8,4,0,1,0,0,0,brantro01
Ryan Brasier,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,brasiry01
Steven Brault*,PIT,NL,7,8,6,0,1,1,0,0,0,0,0,0,2,.167,.167,.333,.500,31,2,0,0,2,0,0,braulst01
John Brebbia*,SFG,NL,17,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,brebbjo01
Alex Bregman,HOU,AL,91,400,348,54,94,17,0,12,55,1,0,44,53,.270,.355,.422,.777,113,147,13,4,0,4,4,bregmal01
Jake Brentz*,KCR,AL,6,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,brentja01
Lewis Brinson,MIA,NL,89,290,274,24,62,14,0,9,33,1,1,13,72,.226,.263,.376,.639,71,103,5,1,1,1,0,brinsle01
Zack Britton*,NYY,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,brittza01
Connor Brogdon,PHI,NL,51,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,brogdco01
Mike Brosseau,TBR,AL,57,169,150,21,28,9,0,5,18,2,0,15,53,.187,.266,.347,.613,72,52,1,2,0,2,0,brossmi01
Rex Brothers*,CHC,NL,54,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,brothre01
Seth Brown*,OAK,AL,111,307,281,43,60,13,1,20,48,4,1,23,89,.214,.274,.480,.754,107,135,1,1,0,2,2,brownse01
JT Brubaker,PIT,NL,24,43,38,0,3,0,0,0,3,0,0,4,15,.079,.167,.079,.246,-30,3,2,0,1,0,0,brubajt01
Jay Bruce*,NYY,AL,10,39,34,3,4,1,0,1,3,0,0,5,13,.118,.231,.235,.466,30,8,2,0,0,0,0,bruceja01
